season,week,manager,pts,R,RBI,SB,BB,HBP,1B,2B,3B,HR,TB
2022,19,Chris,241.5,40,37,5,21,5,0,0,0,0,128
2022,19,Andy,284.5,48,50,2,26,5,0,0,0,0,137
2022,19,Sam,208.5,29,40,0,17,6,0,0,0,0,118
2022,19,Howard,234,36,38,6,24,4,0,0,0,0,119
2022,19,Rich,130.5,23,20,1,16,1,0,0,0,0,68
2022,19,Rouse,239.5,38,42,4,30,3,0,0,0,0,109
2022,19,Dave,224.5,41,37,2,24,2,0,0,0,0,103
2022,20,Boyce,157.5,25,26,1,22,2,0,0,0,0,81
2022,20,Ulmer,230.5,36,35,6,26,3,0,0,0,0,121
2022,20,Garth,229,34,43,3,36,4,0,0,0,0,97
2022,20,Chris,250.5,41,41,3,25,4,0,0,0,0,131
2022,20,Andy,240,39,40,3,25,2,0,0,0,0,124
2022,20,Sam,198,36,29,3,29,5,0,0,0,0,90
2022,20,Howard,234,34,39,6,21,3,0,0,0,0,126
2022,20,Rich,112.5,24,14,1,17,4,0,0,0,0,47
2022,20,Rouse,197,34,24,7,26,1,0,0,0,0,105
2022,20,Dave,211.5,34,32,3,30,5,0,0,0,0,110
2022,21,Boyce,281,51,39,6,27,2,0,0,0,0,148
2022,21,Ulmer,206,32,30,7,26,2,0,0,0,0,100
2022,21,Garth,183,31,27,3,21,5,0,0,0,0,94
2022,21,Chris,270.5,37,54,4,18,1,0,0,0,0,141
2022,21,Andy,176.5,31,24,5,24,4,0,0,0,0,83
2022,21,Sam,206.5,34,36,3,15,5,0,0,0,0,101
2022,21,Howard,271,38,45,5,28,4,0,0,0,0,153
2022,21,Rich,163,31,21,2,22,1,0,0,0,0,86
2022,21,Rouse,285,44,54,5,30,1,0,0,0,0,126
2022,21,Dave,271,43,46,4,28,5,0,0,0,0,137
2022,22,Boyce,248,36,43,4,29,5,0,0,0,0,129
2022,22,Ulmer,245.5,36,42,5,22,2,0,0,0,0,132
2022,22,Garth,118,20,15,0,25,2,0,0,0,0,67
2022,22,Chris,227.5,31,34,8,31,4,0,0,0,0,127
2022,22,Andy,152,24,20,5,20,3,0,0,0,0,79
2022,22,Sam,170,27,24,6,23,3,0,0,0,0,86
2022,22,Howard,244.5,43,40,2,17,5,0,0,0,0,125
2022,22,Rich,114.5,12,25,2,12,3,0,0,0,0,57
2022,22,Rouse,181,28,26,5,19,4,0,0,0,0,100
2022,22,Dave,173,30,24,3,26,5,0,0,0,0,87
2022,23,Boyce,286,50,52,5,20,1,0,0,0,0,121
2022,23,Ulmer,232,41,35,4,36,9,0,0,0,0,98
2022,23,Garth,245.5,36,45,2,29,5,0,0,0,0,123
2022,23,Chris,236,39,35,6,30,4,0,0,0,0,116
2022,23,Andy,156.5,27,24,7,16,2,0,0,0,0,61
2022,23,Sam,227,40,37,0,18,10,0,0,0,0,118
2022,23,Howard,229,37,40,6,16,2,0,0,0,0,108
2022,23,Rich,191,31,30,3,21,3,0,0,0,0,101
2022,23,Rouse,176,31,21,5,28,3,0,0,0,0,91
2022,23,Dave,184.5,34,27,2,22,6,0,0,0,0,89
2023,1,Boyce,358.5,60,57,5,57,2,0,0,0,0,168
2023,1,Chris,450.5,74,73,9,44,3,0,0,0,0,228
2023,1,Ulmer,400,65,57,17,48,4,0,0,0,0,190
2023,1,Rich,366,53,61,11,50,3,0,0,0,0,177
2023,1,Andy,383,69,53,10,50,1,0,0,0,0,183
2023,1,Sam,268.5,44,37,5,49,1,0,0,0,0,142
2023,1,Howard,381.5,62,58,15,53,6,0,0,0,0,162
2023,1,Rouse,361.5,63,59,2,40,4,0,0,0,0,182
2023,1,Garth,381,63,57,14,44,6,0,0,0,0,176
2023,1,Dave,354,57,56,7,43,11,0,0,0,0,172
2023,2,Boyce,289.5,51,43,7,47,3,0,0,0,0,123
2023,2,Chris,226.5,38,34,6,25,1,0,0,0,0,113
2023,2,Ulmer,257,45,34,12,30,4,0,0,0,0,116
2023,2,Rich,251,37,40,9,32,1,0,0,0,0,124
2023,2,Andy,278.5,47,41,8,42,1,0,0,0,0,130
2023,2,Sam,250.5,36,48,3,31,3,0,0,0,0,117
2023,2,Howard,266.5,36,45,11,28,7,0,0,0,0,129
2023,2,Rouse,211,42,29,4,27,2,0,0,0,0,93
2023,2,Garth,235.5,35,40,8,31,6,0,0,0,0,102
2023,2,Dave,281.5,44,53,5,24,5,0,0,0,0,126
2023,3,Boyce,201,31,37,2,24,5,0,0,0,0,93
2023,3,Chris,222,36,39,2,27,3,0,0,0,0,105
2023,3,Ulmer,240,40,31,9,26,6,0,0,0,0,126
2023,3,Rich,234.5,36,35,9,41,1,0,0,0,0,105
2023,3,Andy,263,47,43,7,24,5,0,0,0,0,109
2023,3,Sam,223,40,32,5,17,4,0,0,0,0,117
2023,3,Howard,240,37,39,4,32,3,0,0,0,0,123
2023,3,Rouse,275,45,48,6,29,3,0,0,0,0,122
2023,3,Garth,227.5,39,35,2,24,5,0,0,0,0,120
2023,3,Dave,211.5,33,33,7,18,3,0,0,0,0,110
2023,4,Boyce,174.5,22,30,6,27,0,0,0,0,0,90
2023,4,Chris,178.5,27,30,2,26,2,0,0,0,0,90
2023,4,Ulmer,209,37,30,5,21,3,0,0,0,0,105
2023,4,Rich,278.5,44,42,11,33,4,0,0,0,0,131
2023,4,Andy,199,33,26,6,31,6,0,0,0,0,99
2023,4,Sam,223,35,37,6,20,0,0,0,0,0,113
2023,4,Howard,199.5,33,26,6,27,4,0,0,0,0,107
2023,4,Rouse,240.5,46,31,6,26,3,0,0,0,0,119
2023,4,Garth,190,28,29,9,21,4,0,0,0,0,91
2023,4,Dave,179,28,31,2,13,3,0,0,0,0,98
2023,5,Boyce,235.5,39,40,4,34,5,0,0,0,0,100
2023,5,Chris,232.5,37,32,7,31,1,0,0,0,0,129
2023,5,Ulmer,205,35,26,10,22,3,0,0,0,0,99
2023,5,Rich,226,43,30,6,32,2,0,0,0,0,101
2023,5,Andy,278,42,47,8,36,1,0,0,0,0,128
2023,5,Sam,284,44,53,4,23,4,0,0,0,0,136
2023,5,Howard,275,48,44,1,30,5,0,0,0,0,142
2023,5,Rouse,214.5,34,34,4,31,4,0,0,0,0,104
2023,5,Garth,225,34,36,6,26,4,0,0,0,0,114
2023,5,Dave,197.5,37,24,2,30,1,0,0,0,0,110
2023,6,Boyce,236,32,40,6,32,1,0,0,0,0,125
2023,6,Chris,212.5,27,35,8,19,6,0,0,0,0,117
2023,6,Ulmer,234.5,34,40,7,22,5,0,0,0,0,117
2023,6,Rich,236.5,39,38,7,23,1,0,0,0,0,113
2023,6,Andy,193,31,27,4,28,2,0,0,0,0,105
2023,6,Sam,210.5,34,34,6,22,1,0,0,0,0,101
2023,6,Howard,287,46,48,8,22,1,0,0,0,0,142
2023,6,Rouse,208,36,30,5,26,3,0,0,0,0,100
2023,6,Garth,197.5,33,28,8,32,3,0,0,0,0,84
2023,6,Dave,177,26,27,7,24,6,0,0,0,0,84
2023,7,Boyce,280,45,51,2,22,1,0,0,0,0,141
2023,7,Chris,190.5,31,30,3,26,2,0,0,0,0,97
2023,7,Ulmer,221.5,33,36,7,29,2,0,0,0,0,106
2023,7,Rich,251,40,40,8,32,3,0,0,0,0,113
2023,7,Andy,240,47,33,4,34,4,0,0,0,0,106
2023,7,Sam,254,44,39,9,27,1,0,0,0,0,109
2023,7,Howard,219.5,29,39,6,23,4,0,0,0,0,116
2023,7,Rouse,242.5,40,39,5,17,3,0,0,0,0,128
2023,7,Garth,213.5,38,28,8,33,1,0,0,0,0,96
2023,7,Dave,201.5,30,29,8,24,5,0,0,0,0,106
2023,8,Boyce,196,31,30,5,25,2,0,0,0,0,100
2023,8,Chris,231,35,36,10,28,4,0,0,0,0,106
2023,8,Ulmer,245.5,39,35,9,27,2,0,0,0,0,130
2023,8,Rich,232.5,32,43,7,21,1,0,0,0,0,113
2023,8,Andy,207,34,32,2,36,0,0,0,0,0,104
2023,8,Sam,204.5,32,29,3,30,1,0,0,0,0,121
2023,8,Howard,251.5,39,44,4,20,3,0,0,0,0,130
2023,8,Rouse,185.5,29,29,2,22,1,0,0,0,0,107
2023,8,Garth,242.5,44,31,9,30,5,0,0,0,0,112
2023,8,Dave,304.5,46,56,8,22,5,0,0,0,0,141
2023,9,Boyce,277,37,58,4,20,2,0,0,0,0,135
2023,9,Chris,181.5,29,28,5,33,4,0,0,0,0,77
2023,9,Ulmer,198.5,27,33,8,19,1,0,0,0,0,104
2023,9,Rich,189,31,27,7,26,0,0,0,0,0,91
2023,9,Andy,213.5,38,31,6,17,0,0,0,0,0,110
2023,9,Sam,165.5,30,20,5,17,1,0,0,0,0,93
2023,9,Howard,154,24,22,6,18,2,0,0,0,0,80
2023,9,Rouse,186,35,22,4,21,3,0,0,0,0,102
2023,9,Garth,167.5,27,19,8,30,2,0,0,0,0,87
2023,9,Dave,149,20,25,5,19,6,0,0,0,0,73
2023,10,Boyce,226.5,37,35,6,21,3,0,0,0,0,116
2023,10,Chris,221,33,36,5,28,0,0,0,0,0,116
2023,10,Ulmer,235.5,33,43,5,24,2,0,0,0,0,120
2023,10,Rich,169.5,28,24,5,22,2,0,0,0,0,87
2023,10,Andy,260,42,38,5,45,4,0,0,0,0,129
2023,10,Sam,213.5,31,37,5,28,3,0,0,0,0,104
2023,10,Howard,184.5,26,33,2,19,2,0,0,0,0,104
2023,10,Rouse,199.5,36,29,3,13,5,0,0,0,0,108
2023,10,Garth,205.5,40,27,4,33,6,0,0,0,0,87
2023,10,Dave,222.5,35,38,8,23,6,0,0,0,0,92
2023,11,Boyce,269,44,38,9,33,3,0,0,0,0,137
2023,11,Chris,285.5,43,47,9,32,0,0,0,0,0,142
2023,11,Ulmer,265,37,50,5,35,4,0,0,0,0,123
2023,11,Rich,193,30,32,7,23,6,0,0,0,0,81
2023,11,Andy,263,44,40,8,29,4,0,0,0,0,124
2023,11,Sam,248.5,34,41,9,29,1,0,0,0,0,128
2023,11,Howard,242,36,47,6,17,6,0,0,0,0,104
2023,11,Rouse,153,18,30,4,15,5,0,0,0,0,77
2023,11,Garth,210,33,37,3,23,4,0,0,0,0,100
2023,11,Dave,282.5,42,39,13,41,5,0,0,0,0,138
2023,12,Boyce,248.5,35,45,6,22,4,0,0,0,0,126
2023,12,Chris,241.5,39,34,9,29,2,0,0,0,0,123
2023,12,Ulmer,239,34,40,10,15,8,0,0,0,0,118
2023,12,Rich,199,33,30,7,18,1,0,0,0,0,99
2023,12,Andy,187.5,34,26,4,23,4,0,0,0,0,90
2023,12,Sam,174,27,21,11,30,2,0,0,0,0,78
2023,12,Howard,229,38,32,6,27,5,0,0,0,0,120
2023,12,Rouse,190,32,29,4,13,3,0,0,0,0,103
2023,12,Garth,216,35,40,2,23,5,0,0,0,0,96
2023,12,Dave,191.5,29,31,8,22,5,0,0,0,0,84
2023,13,Boyce,238.5,40,35,3,33,7,0,0,0,0,124
2023,13,Chris,252.5,41,40,6,23,0,0,0,0,0,134
2023,13,Ulmer,275.5,50,38,8,27,9,0,0,0,0,131
2023,13,Rich,208.5,38,31,5,16,1,0,0,0,0,103
2023,13,Andy,247,37,41,7,27,4,0,0,0,0,123
2023,13,Sam,261.5,40,50,3,19,2,0,0,0,0,130
2023,13,Howard,168.5,27,26,3,20,4,0,0,0,0,88
2023,13,Rouse,228.5,39,35,8,22,3,0,0,0,0,104
2023,13,Garth,196.5,30,37,4,16,7,0,0,0,0,86
2023,13,Dave,259,38,45,8,29,4,0,0,0,0,121
2023,14,Boyce,293,45,48,6,30,8,0,0,0,0,152
2023,14,Chris,276.5,49,37,12,30,2,0,0,0,0,127
2023,14,Ulmer,273,44,37,13,29,7,0,0,0,0,133
2023,14,Rich,241,41,41,4,23,3,0,0,0,0,112
2023,14,Andy,199,36,30,2,27,3,0,0,0,0,92
2023,14,Sam,212.5,31,36,4,25,1,0,0,0,0,114
2023,14,Howard,272.5,41,45,10,22,2,0,0,0,0,137
2023,14,Rouse,227.5,44,32,4,18,2,0,0,0,0,114
2023,14,Garth,180.5,30,24,6,24,8,0,0,0,0,87
2023,14,Dave,192,34,27,4,19,4,0,0,0,0,101
2023,15,Boyce,398.5,69,60,5,53,3,0,0,0,0,198
2023,15,Chris,340,55,49,5,41,6,0,0,0,0,194
2023,15,Ulmer,371.5,60,62,6,35,6,0,0,0,0,188
2023,15,Rich,366.5,63,59,9,37,6,0,0,0,0,166
2023,15,Andy,306.5,53,47,7,43,6,0,0,0,0,135
2023,15,Sam,396.5,60,72,8,43,6,0,0,0,0,180
2023,15,Howard,304.5,43,51,9,27,3,0,0,0,0,166
2023,15,Rouse,397.5,70,62,7,47,4,0,0,0,0,185
2023,15,Garth,373.5,57,67,6,34,6,0,0,0,0,186
2023,15,Dave,269,37,46,9,24,5,0,0,0,0,139
2023,16,Boyce,273.5,45,45,6,25,5,0,0,0,0,129
2023,16,Chris,251,41,40,3,26,3,0,0,0,0,135
2023,16,Ulmer,183.5,35,20,8,30,4,0,0,0,0,79
2023,16,Rich,200.5,29,34,7,21,1,0,0,0,0,99
2023,16,Andy,174.5,27,27,3,37,1,0,0,0,0,82
2023,16,Sam,208,32,35,4,22,3,0,0,0,0,107
2023,16,Howard,223.5,32,40,2,16,8,0,0,0,0,127
2023,16,Rouse,237,35,39,6,24,4,0,0,0,0,126
2023,16,Garth,196.5,28,33,5,22,5,0,0,0,0,102
2023,16,Dave,143,21,21,6,19,6,0,0,0,0,67
2023,17,Boyce,220.5,36,34,5,34,3,0,0,0,0,102
2023,17,Chris,242.5,39,37,5,22,4,0,0,0,0,134
2023,17,Ulmer,234,37,38,4,27,2,0,0,0,0,123
2023,17,Rich,199,28,33,8,29,4,0,0,0,0,86
2023,17,Andy,251.5,45,35,6,33,2,0,0,0,0,123
2023,17,Sam,226.5,32,37,7,25,1,0,0,0,0,121
2023,17,Howard,312,47,55,8,26,2,0,0,0,0,155
2023,17,Rouse,235,40,34,7,29,6,0,0,0,0,111
2023,17,Garth,299,50,45,9,30,2,0,0,0,0,149
2023,17,Dave,286.5,43,47,10,25,2,0,0,0,0,145
2023,18,Boyce,235.5,36,36,12,31,3,0,0,0,0,98
2023,18,Chris,263.5,45,37,10,22,3,0,0,0,0,131
2023,18,Ulmer,220,38,25,9,31,2,0,0,0,0,119
2023,18,Rich,218.5,40,31,5,28,1,0,0,0,0,99
2023,18,Andy,187.5,28,33,4,24,3,0,0,0,0,86
2023,18,Sam,216.5,37,36,2,23,4,0,0,0,0,105
2023,18,Howard,220.5,33,42,3,19,3,0,0,0,0,106
2023,18,Rouse,246,44,33,6,32,2,0,0,0,0,123
2023,18,Garth,273,45,40,10,26,6,0,0,0,0,134
2023,18,Dave,216,29,37,4,23,5,0,0,0,0,124
2023,19,Boyce,320.5,51,54,7,29,6,0,0,0,0,158
2023,19,Chris,174,30,22,2,28,1,0,0,0,0,101
2023,19,Ulmer,170,26,27,4,27,2,0,0,0,0,83
2023,19,Rich,138.5,23,23,1,13,2,0,0,0,0,71
2023,19,Andy,260.5,42,42,6,28,1,0,0,0,0,130
2023,19,Sam,272.5,46,49,3,22,5,0,0,0,0,126
2023,19,Howard,281,45,46,9,21,1,0,0,0,0,138
2023,19,Rouse,174,30,24,3,26,2,0,0,0,0,90
2023,19,Garth,243,43,31,7,35,7,0,0,0,0,120
2023,19,Dave,189.5,28,33,7,15,3,0,0,0,0,89
2023,20,Boyce,302,50,47,9,28,4,0,0,0,0,145
2023,20,Chris,215,39,29,9,23,4,0,0,0,0,94
2023,20,Ulmer,269,47,40,9,25,3,0,0,0,0,125
2023,20,Rich,175.5,28,28,6,20,2,0,0,0,0,81
2023,20,Andy,360,60,55,12,29,1,0,0,0,0,177
2023,20,Sam,167.5,28,28,2,19,5,0,0,0,0,79
2023,20,Howard,221,31,39,7,26,3,0,0,0,0,102
2023,20,Rouse,220.5,37,33,4,25,5,0,0,0,0,114
2023,20,Garth,309.5,56,46,7,35,9,0,0,0,0,139
2023,20,Dave,265.5,42,48,4,16,7,0,0,0,0,130
2023,21,Boyce,288,51,43,10,29,6,0,0,0,0,120
2023,21,Chris,197.5,29,31,6,13,2,0,0,0,0,116
2023,21,Ulmer,243,38,40,10,22,3,0,0,0,0,107
2023,21,Rich,190.5,29,26,9,18,2,0,0,0,0,105
2023,21,Andy,251,41,35,6,42,3,0,0,0,0,127
2023,21,Sam,202.5,30,31,8,29,3,0,0,0,0,94
2023,21,Howard,275.5,44,46,4,16,6,0,0,0,0,151
2023,21,Rouse,221,36,33,4,29,2,0,0,0,0,119
2023,21,Garth,279,48,38,8,26,6,0,0,0,0,148
2023,21,Dave,297,45,52,9,16,6,0,0,0,0,148
2023,22,Boyce,276.5,44,42,10,27,6,0,0,0,0,133
2023,22,Chris,239,45,33,7,31,1,0,0,0,0,104
2023,22,Ulmer,227.5,38,32,7,33,3,0,0,0,0,109
2023,22,Rich,215,36,33,10,25,5,0,0,0,0,84
2023,22,Andy,211.5,33,32,5,32,3,0,0,0,0,107
2023,22,Sam,185,36,22,7,31,2,0,0,0,0,76
2023,22,Howard,252,42,44,4,26,1,0,0,0,0,116
2023,22,Rouse,281.5,50,39,7,29,5,0,0,0,0,142
2023,22,Garth,237,45,31,9,31,5,0,0,0,0,96
2023,22,Dave,232.5,37,37,6,25,5,0,0,0,0,113
2023,23,Boyce,327,58,53,5,44,2,0,0,0,0,140
2023,23,Chris,260,39,44,7,24,5,0,0,0,0,127
2023,23,Ulmer,233.5,32,43,7,26,2,0,0,0,0,108
2023,23,Rich,176,29,26,6,25,2,0,0,0,0,80
2023,23,Andy,212,39,28,6,27,1,0,0,0,0,101
2023,23,Sam,181.5,29,28,6,26,3,0,0,0,0,82
2023,23,Howard,236.5,34,41,7,21,3,0,0,0,0,119
2023,23,Rouse,235.5,40,43,3,18,3,0,0,0,0,105
2023,23,Garth,236,41,33,3,37,4,0,0,0,0,123
2023,23,Dave,235,36,43,4,31,2,0,0,0,0,105
2023,24,Boyce,274.5,44,36,15,43,3,0,0,0,0,121
2023,24,Chris,260.5,46,38,9,28,3,0,0,0,0,116
2023,24,Ulmer,187.5,30,27,4,22,1,0,0,0,0,106
2023,24,Rich,176,31,24,6,24,2,0,0,0,0,81
2023,24,Andy,220,38,32,4,34,2,0,0,0,0,106
2023,24,Sam,214.5,27,37,8,23,1,0,0,0,0,115
2023,24,Howard,245,40,41,5,27,7,0,0,0,0,110
2023,24,Rouse,249.5,43,38,6,17,4,0,0,0,0,129
2023,24,Garth,234.5,34,39,5,32,4,0,0,0,0,118
2023,24,Dave,223.5,33,33,9,35,3,0,0,0,0,108
2024,1,Boyce,425,74,65,9,45,7,0,0,0,0,203
2024,1,Chris,381.5,65,56,8,42,7,0,0,0,0,197
2024,1,Rich,391,67,62,9,43,3,0,0,0,0,180
2024,1,Andy,397.5,80,52,7,48,2,0,0,0,0,188
2024,1,Sam,334.5,51,55,5,48,4,0,0,0,0,160
2024,1,Howard,366,54,62,11,36,7,0,0,0,0,175
2024,1,Ulmer,390.5,60,69,5,53,7,0,0,0,0,184
2024,1,Garth,340.5,61,49,10,40,4,0,0,0,0,154
2024,1,Dave,342,53,54,7,39,3,0,0,0,0,170
2024,1,Rouse,381.5,73,56,6,49,7,0,0,0,0,165
2024,2,Boyce,251.5,39,43,5,17,4,0,0,0,0,134
2024,2,Chris,322,50,54,7,35,3,0,0,0,0,162
2024,2,Rich,228,36,35,5,29,0,0,0,0,0,122
2024,2,Andy,225,37,37,4,34,1,0,0,0,0,101
2024,2,Sam,241,39,40,4,39,1,0,0,0,0,109
2024,2,Howard,248,39,44,5,25,3,0,0,0,0,114
2024,2,Ulmer,233.5,39,35,9,36,3,0,0,0,0,95
2024,2,Garth,207,40,25,4,33,1,0,0,0,0,100
2024,2,Dave,209.5,34,34,2,25,3,0,0,0,0,108
2024,2,Rouse,241,39,40,8,22,3,0,0,0,0,109
2024,3,Boyce,244,40,37,8,33,4,0,0,0,0,111
2024,3,Chris,211,29,35,11,31,3,0,0,0,0,87
2024,3,Rich,237,38,34,9,35,3,0,0,0,0,110
2024,3,Andy,252,39,44,7,29,1,0,0,0,0,112
2024,3,Sam,144,27,16,6,31,1,0,0,0,0,59
2024,3,Howard,211,40,24,11,22,3,0,0,0,0,96
2024,3,Ulmer,169.5,28,24,6,23,3,0,0,0,0,81
2024,3,Garth,221,38,34,8,17,2,0,0,0,0,102
2024,3,Dave,183,33,21,6,34,0,0,0,0,0,90
2024,3,Rouse,213,27,39,6,34,0,0,0,0,0,102
2024,4,Boyce,241.5,42,35,6,24,5,0,0,0,0,122
2024,4,Chris,222,38,26,11,35,1,0,0,0,0,105
2024,4,Rich,155.5,26,23,3,23,4,0,0,0,0,75
2024,4,Andy,265,43,35,13,22,2,0,0,0,0,141
2024,4,Sam,254,40,40,6,27,2,0,0,0,0,135
2024,4,Howard,208.5,28,34,10,16,1,0,0,0,0,112
2024,4,Ulmer,203,35,29,7,31,2,0,0,0,0,88
2024,4,Garth,218.5,30,40,7,23,5,0,0,0,0,100
2024,4,Dave,192,35,29,3,20,3,0,0,0,0,91
2024,4,Rouse,207,28,36,5,28,4,0,0,0,0,104
2024,5,Boyce,249,39,42,7,25,3,0,0,0,0,118
2024,5,Chris,163,19,26,10,20,3,0,0,0,0,81
2024,5,Rich,178,29,22,7,28,8,0,0,0,0,86
2024,5,Andy,212.5,39,35,3,31,1,0,0,0,0,85
2024,5,Sam,210.5,32,36,5,24,0,0,0,0,0,104
2024,5,Howard,194.5,32,27,6,29,6,0,0,0,0,92
2024,5,Ulmer,145.5,20,20,8,18,1,0,0,0,0,80
2024,5,Garth,188,31,25,4,43,2,0,0,0,0,89
2024,5,Dave,245.5,37,41,10,30,3,0,0,0,0,106
2024,5,Rouse,209.5,35,32,6,17,3,0,0,0,0,105
2024,6,Boyce,170,28,20,9,24,2,0,0,0,0,84
2024,6,Chris,174.5,24,30,6,16,3,0,0,0,0,89
2024,6,Rich,231.5,35,45,3,20,3,0,0,0,0,108
2024,6,Andy,186.5,29,32,2,12,6,0,0,0,0,103
2024,6,Sam,215,37,30,6,29,2,0,0,0,0,107
2024,6,Howard,243.5,39,35,9,35,5,0,0,0,0,112
2024,6,Ulmer,217.5,28,38,6,26,3,0,0,0,0,118
2024,6,Garth,261,37,51,6,30,1,0,0,0,0,113
2024,6,Dave,158.5,29,18,5,23,1,0,0,0,0,83
2024,6,Rouse,246.5,42,35,7,21,5,0,0,0,0,130
2024,7,Boyce,263,41,42,6,31,1,0,0,0,0,136
2024,7,Chris,214.5,39,25,7,20,4,0,0,0,0,121
2024,7,Rich,209,41,31,1,14,4,0,0,0,0,107
2024,7,Andy,224,31,38,8,31,2,0,0,0,0,106
2024,7,Sam,212.5,34,33,8,24,1,0,0,0,0,100
2024,7,Howard,170.5,24,28,3,20,3,0,0,0,0,97
2024,7,Ulmer,184,31,26,2,23,1,0,0,0,0,105
2024,7,Garth,259.5,48,35,9,31,5,0,0,0,0,108
2024,7,Dave,216,35,30,8,18,1,0,0,0,0,121
2024,7,Rouse,179.5,30,27,4,27,8,0,0,0,0,78
2024,8,Boyce,244,34,45,9,34,6,0,0,0,0,96
2024,8,Chris,251,36,46,4,27,4,0,0,0,0,125
2024,8,Rich,197,34,29,7,20,3,0,0,0,0,90
2024,8,Andy,232.5,34,33,9,24,2,0,0,0,0,135
2024,8,Sam,213.5,35,34,6,20,1,0,0,0,0,106
2024,8,Howard,209,29,36,4,24,2,0,0,0,0,114
2024,8,Ulmer,279,48,40,5,33,3,0,0,0,0,148
2024,8,Garth,242,41,38,5,24,3,0,0,0,0,120
2024,8,Dave,153.5,21,27,3,14,3,0,0,0,0,86
2024,8,Rouse,161.5,30,20,4,16,6,0,0,0,0,83
2024,9,Boyce,235,37,40,3,32,1,0,0,0,0,116
2024,9,Chris,226.5,30,41,3,27,1,0,0,0,0,128
2024,9,Rich,211,29,41,3,21,4,0,0,0,0,104
2024,9,Andy,214.5,40,31,4,21,4,0,0,0,0,99
2024,9,Sam,227.5,39,40,2,19,3,0,0,0,0,109
2024,9,Howard,229,37,34,9,26,5,0,0,0,0,106
2024,9,Ulmer,194,33,24,4,30,1,0,0,0,0,110
2024,9,Garth,187,25,33,5,28,1,0,0,0,0,91
2024,9,Dave,224.5,42,27,7,27,2,0,0,0,0,114
2024,9,Rouse,201.5,33,26,6,28,2,0,0,0,0,109
2024,10,Boyce,256,43,39,5,27,3,0,0,0,0,134
2024,10,Chris,247,48,34,4,25,4,0,0,0,0,120
2024,10,Rich,155.5,23,17,10,24,4,0,0,0,0,81
2024,10,Andy,284,42,54,5,33,4,0,0,0,0,126
2024,10,Sam,192,29,29,11,16,2,0,0,0,0,90
2024,10,Howard,236.5,38,36,8,22,5,0,0,0,0,117
2024,10,Ulmer,233,36,41,2,25,5,0,0,0,0,120
2024,10,Garth,178.5,28,25,4,30,5,0,0,0,0,92
2024,10,Dave,203,32,27,11,20,3,0,0,0,0,101
2024,10,Rouse,214.5,37,27,9,26,6,0,0,0,0,103
2024,11,Boyce,259.5,38,43,12,25,1,0,0,0,0,121
2024,11,Chris,250.5,43,38,5,41,4,0,0,0,0,111
2024,11,Rich,245.5,42,35,11,28,3,0,0,0,0,108
2024,11,Andy,150.5,18,26,4,22,3,0,0,0,0,82
2024,11,Sam,167.5,26,27,4,13,3,0,0,0,0,91
2024,11,Howard,219.5,39,28,10,21,0,0,0,0,0,110
2024,11,Ulmer,200,37,28,3,14,7,0,0,0,0,107
2024,11,Garth,174,28,29,1,24,4,0,0,0,0,87
2024,11,Dave,254.5,40,42,6,27,0,0,0,0,0,129
2024,11,Rouse,245,38,39,9,18,3,0,0,0,0,125
2024,12,Boyce,300,47,48,9,31,6,0,0,0,0,146
2024,12,Chris,199,34,31,2,26,2,0,0,0,0,102
2024,12,Rich,237,40,40,5,21,3,0,0,0,0,110
2024,12,Andy,221.5,41,34,6,17,5,0,0,0,0,97
2024,12,Sam,194.5,29,33,6,10,5,0,0,0,0,102
2024,12,Howard,221,31,43,4,18,1,0,0,0,0,110
2024,12,Ulmer,248.5,37,47,0,12,3,0,0,0,0,146
2024,12,Garth,285,52,43,7,19,5,0,0,0,0,138
2024,12,Dave,245,42,29,12,26,1,0,0,0,0,128
2024,12,Rouse,219,38,31,2,21,4,0,0,0,0,126
2024,13,Boyce,227.5,42,33,3,31,4,0,0,0,0,105
2024,13,Chris,242,43,34,7,36,4,0,0,0,0,107
2024,13,Rich,263.5,44,38,8,42,3,0,0,0,0,117
2024,13,Andy,240,41,39,2,23,4,0,0,0,0,124
2024,13,Sam,174.5,25,26,7,25,3,0,0,0,0,85
2024,13,Howard,208,34,29,7,20,7,0,0,0,0,107
2024,13,Ulmer,302.5,42,58,6,20,7,0,0,0,0,152
2024,13,Garth,257.5,38,49,5,21,4,0,0,0,0,122
2024,13,Dave,189,33,26,3,22,3,0,0,0,0,105
2024,13,Rouse,232,34,38,6,25,4,0,0,0,0,123
2024,14,Boyce,268,43,39,10,30,1,0,0,0,0,133
2024,14,Chris,272,45,45,6,29,4,0,0,0,0,124
2024,14,Rich,284.5,49,42,10,32,4,0,0,0,0,128
2024,14,Andy,183,25,35,3,12,1,0,0,0,0,101
2024,14,Sam,218.5,31,39,4,18,1,0,0,0,0,121
2024,14,Howard,258.5,42,39,9,27,4,0,0,0,0,124
2024,14,Ulmer,185.5,38,22,4,20,2,0,0,0,0,93
2024,14,Garth,198.5,34,27,6,22,2,0,0,0,0,105
2024,14,Dave,204.5,30,33,6,23,2,0,0,0,0,107
2024,14,Rouse,236.5,35,44,6,23,3,0,0,0,0,106
2024,15,Boyce,361,51,60,10,36,4,0,0,0,0,193
2024,15,Chris,359.5,62,48,10,31,1,0,0,0,0,205
2024,15,Rich,422.5,57,77,16,45,5,0,0,0,0,193
